Zelant
Utrecht
Utrecht
Goude
Utrecht
Goudeâ
Goude
Goude
Utrecht
Philistinen
Hollant
Haerlem
Haerlem
Amsterdam
Loven
Loven
Loven
Amsterdam
Bergen
Berghen in Henegouwen
Joden
Joden
Diest
Tienen
Diest
Tyenen
Joden
Vranckrijck
Vranckrijck
Bergen
Haerlem
Enckhuysen
Enckhuysen
Goude
Goude
Goude
Amstelredam
Goude
Goude
Poel
convents van Poel
Loven
Loven
Antwerpen
Amersfoert
Utrecht
Amersfoert
Utrecht
Haerlem
Haerlem
lant van Hollant
Oosten int Vlie
Hollant
Edam
Edam
Edam
Edam
Loven
Loven
Lewarden in Vrieslant
Antwerpen
Antwerpen
Poel
Goude
tconvent van Poel
Goude
Goude
Loven
Loven
Henegouwen
Hollant
Amstelredam
Amsterdam
den Briel
Goude
ons convent ons lieve Vrouwea
die Nieuwe Haven
Goude
Den Briel
Enchuysen
Hoern
Amstelredam
die Sundt
Waterlantse
Vranckrijk
Engelant
Enckhuysen
Bremen
Hoomborch
die Streeck
tsGravezande
Gravezande
Delft
Bergen in Henegouwen
Goes in Zeelant
Goes
Vlaender
Brugge
Gent
Berghen
Enchhuysen
Alckmaer
Bergen
Bergen
Bergen
Bergen
Berghen
Berghen
Amstelredam
sint Agnietenconvent
Amstelredam
Utrecht
Wuytrecht
Goude
Goude
die Collaciebroederskerk
den Collaciebroerskerck
die cappelle op den Nieuwen Haven
Goude
Goude
Poel
Leyden
dAmsterdamse
Amsterdam
Leyden
Leyden
sinte Pieters oft sint Pancraskerk
Delft
Delft
den Haech
Delft
Delft
Goude
Leyden
Alphen
Goude
Schoenhoven
Amstelredam
Amsterd
am
tAmsterdam
Vlaerding
Goude
Machlen
Loven
Diest
Tienen
Goude
Schoenhoven
Schoonhoven
Schoonhoven
Schoonhoven
Schoonhoven
Wuytrecht
Schoonhoven
Goude
Goude
Goude
Poel
die Margrieten
Gou
Amstelredam
Enchhuysen
Amstelredam
Amstelredam
Schoonhoven
Schoonhoven
Amstelredam
Deldermont
Deldermont in Vlaenderen
Amstelredam
Romundt
Schoonhoven
Schoonhoven
Goude in sint Catharynenconvent
Gorcum
Romund
Magdalenenconvent binnen der Goude
Magdalenensusteren ter Goude
mijne Magdalenenconvent
Goude
t convent van sint Agnieten
ons convent
onse convents
Leyden
Oudewaters
Leyden
Leyden
Spaengers
Nijmwegen
Venlo
Schoonhoven
Schoonhoven
Roemen
Leyden
Romen
Leyden
Antwerpen
Leyden
Delft
Leyden
Delft
t falyebeghijnhof
Amstelredam
niet verde van Amstelredam in Waterlant
Amstelredam
Hollant
Delft
Delft
Egipten
Haerlem
Haerlem
Schoonhoven
Willigen
Cleyn Ammers
Lyesvelt
Schoonhoven
die Leck
Schoonhoven
Goude
Goude
Amstelredam
Leyden
Utrecht
ons convent
Goude
Muyen
Muyen
Muyen
Amstelredam
Schoonhoven
Schoonhoven
den Briel
Schoonhoven
Schoenhoven
Schoonhoven
Enchuysen
alle die Hollantse steden
Alcmaer
Hoorn
Haerlem
Amstelredam
Die vaert tusschen Utrecht ende Amsterdam
Utrecht
Leyden
Utrecht
Uytrecht
Roomen
Amsterdam
Wuytrecht
Goude
Goude
Amsterdam
Amsterdam
Amsterdam
Amsterdam
Haerlem
Schoonhoven
Schoonhoven
Utrecht
Amsterdam
Waterlant
Amsterdam
Enckhuysen
Amstelredam
Amsterdam
Utrecht
Utrecht
Amsterdam
Utrecht
Amsterdam
Leuven
Amsterdam
Wijck
Reenen
Zutphen
Goude
Goude
Gascoengers
de IJsel
Goude
Goude
Sodoma
Gomorre
Goude
Reewijck
Goude
Sint Margrietenconvent
sinte Margrietenconvent
Goude
Gascoengers
Goude
Gascoengers
Goude
Amsterdam
Goude
Goude
Magdelenenconvent
sint Margrietenconvent
sint Agnietenconvent
de Collaciebroedersconvent
Goude
Amsterdam
Enckhuysen
Amsterdam
Haerlem
Haerlem
Amsterdam
Hollant
Amstelredam
an den Overtoom
Asswero
Amstelredam
Amsterdam
Egipten
den Voelwijck
Amstelredam
Waterlant
Amstelredam
Harlemerpoort
Amstelredam
Haerlem
Amstelredam
het Carthuyserenconvent
den Waterlantsen dijck
Haerlem
Leyden
Leyden
Hollant
Hollant
Dordrecht
Machlen
Loven
Diest
Tyenen in Brabant
Vlaendren
Brabant
Vlaenderen
Machlen
Romund
Hollantse
Machlen
Leyden
Engelant
Goude
Goude
sint Catharynengasthuys
Sodoma alias Gouda
Amsterdam
Zuytphen
Delft
Delft
Syon
Gravezande
Delftse
Waterlant
Amstelredam
Utrecht
Schoonhoven
Schoonhoven
Goude
Zutphen
Zutphen
Goude
Goude
Hermelen
Vloten
Amsterdam
Ouderkerck
Amstelredam
Diemen
het convent van sint Agnieten
Ouderkerck
Oudekerck
tSlooterdijc
Dyemen
Het Cathusersconvent buyten Amsterdam
het Cathuyserscovent
den Haerlemerpoort
t Cathuysersconvent
Waeterlant
Amstelredam
sint Agnietenconven
Amsterdam
Amersfoert
Amersfoort
Goude
Amsterdam
Amstelredam
Goude
opt casteel
sint Janskerck
Goude
die plattelanden ontrent Amstelredam
de Overijseles steden
Amstelredam
Diemermeer
Amsterdam
Amstelredam
den Amstel
Enckhuysers
Amstelredam
Amsterdam
Goude
Amstelredam
Gouwenaers
Amsterdam
Goude
Gouwenaers
Goude
Amstelredam
Dordrecht
Dordrechtse
Campen
DOverijselse
Swol
Harderwijck
Elsburch
Hattem
Aelsmeer
Amstelredam
Alphen
Zirckzee
Zirckzee
Gorcum
Gorcum
Goude
Franicker in Vrieslant
Franicker
Vrieslant
Vrieslant
tAmstelredam
Amsterdam
tusschen Jan Roons ende die Harlemerpoort buyten
Delft
Gebet
Utrecht
Goude
Goude
Waterlant
Edam
Amersfoert
Bommel
Bommel
Naerden
Waterlant
Naerden
Leyden
Leyden
tusschen Haerlem ende Leyden
Amstelredam
Amsterdam
Naerden
Amersfoert
Naerden
Amsterdam
Gravezande
Delft
Delft
Delft
Heuters
sint Aechten
Syon
Zande
Delft
Blocken
Steyn
Magdalenen
S. Agnieten
Steyn
Zandis
Steyn
Amstelredam
Naerden
Naerden
Waterlant
Spaengers
Blocken
sint Agnieten
Naerden
Naerden
Goude
Leyden
Amstelredam
Muyen
Amstelredam
tAmsterdam
Amsterdam
Naerden
Amsterdam
sint Thonisdijck
Haerlem
Haerlem
Monickedam
Leyden
Naerden
Naerden
Waeterlant
Waterlant
Haerlem
Haerlem
sint Anthonisdijck
Waterlant
Haerlem
Amsterdam
Goude
Spaengers
Haerlem
Monickedam
Haerlem
Monickedam
op den Dam
Spaengers
Waterlant
Haerlem
Haerlem
Harlemerdijck bij thuys Ter Hart
Amstelredam
Haerlem
Sparendam
Spaengers
Naerden
ons convent van den Donck
Schoonhoven
Schoonhoven
Schoonhoven
Schoonhoven
Goude
Amstelredam
Amsterdam
Goude
Goude
Spaerendam
Spaengers
Bremer
Delfs
Sparendam
Amsterdam
Enckhuysen
die Waterlantse steden
geheel Hollant
Haerlem
den Haerlemerpoert
Spaengers
Haerlemerpoort
Syon
den poert van Delft
den Briel
Syon
Amstelredam
Spaenger
Haerlem
Amstelredam
Haerlem
Sparendam
Haerlem
Amsterdam
Haerlem
Spaengers
"de schans van Sparendam,"
den Dam
Spaengers
de Nieuwe Kerck
Amstelredam
den dijck tot Haerlem
t Blocke Regulierenconvent buyten Hoorn
Haerlemâ
Utrecht
Goude
Goude
Goude
Goude
Goude
Haerlem
Haerlem
Haerlem
Brabantse
Haerlem
Haerlem
Haerlem
Haerlem
Haerlem
Spaengers
Thunis
Delft
Delft
Goude
Goude
Hoorn
Hoorn
Haerlem
Hollant
Haerlem
Goude
Goude
Brabantsters
Brabant
Brabant
Enckhuysen
Haerlem
Amsterdam
Amsterdam
Leyden
Utrecht
Amsterdam
den Magdalenenconvent
Leyden
Leyden
an de Blaeuwe Steen
Leyden
Delft
Hoorn
de Oude Kerck
Blocken bij Hoorn
Hoorn
Blocken
Alcmaer
"die dorpen, gelegen onder Alcmaer ende Hoorn"
Edam
Monikedam
Vrieslant
Spaengers
Spaenger
Spaenger
Amsterdam
Haerlem
Haerlem
Haerlem
Haerlem
Leyden
Leyden
sinte Pieterskerck
sint Aechten tot Delft
Leyden
sint Aechte binnen Delft
den Hage
Leyen
Goude
Utrecht
Utrecht
Goude
Utrecht
Goude
Waterlant
Alcmaer
Amstelredam
Haerlem
Amsterdam
Haerlem
Waelen
Haerlem
Amstelredam
Gouwenaers
tAmsterdam
Gouwenaers
Amsterdam
sint Agnietenconvent
Remmerswael
Remmerswael in Zeelant
Amstelredam tot Sparendam
Utrecht
t convent van sint Agnieten
Haerlem
Haerlem
Amsterdam
Amsterdam
Haerlem
Haerlemer muyer
Haerlem
Haerlem
Amsterdam
Haerlem
Haerlem
Amsterdam
Hollant
Hollant
sinte Agnietenconvent
Spaenger
Haerlem
Haerlem
Amstelredam
Haerlem
Utrecht
Haerlem
Hierusalem
Amsterdam
Goude
Goude
Amstelredam
Leyden
Leyden
Haerlem
Haerlem
het Mannepat ontrent Haerlem
sint Agnieten
Magdalenen
Margrieten
Gouwe
Ouderkerc
Ouderkercka
Ouderwerckâ
Ouderkerck
Haerlem
Haerlem
Haerlem
Alcmaer
Alcmaer
steden in Waterlant
Ackersloot
Ackersloet
Haerlem
Amsterdam
Deventer
Amstelredam
Sassen
Haerlem
Haerlem
Vranckrijck
Vranckrijck
Parijs
Haerlem
Delft
Haerlem
den Briel
Delft
Goude
Goude
Goude
Haerlem
Goude
Haerlem
Leyden
Leyden
Haerlem
Alcmaer
Sassen
Haerlem
Goude
Goude
Aelsmeer
Aelsmeer
Spaengers
Aelsmer
Spaengers
Amsterdam
Haerlem
Haerlem
Goude
Goude
het convent terLely
Enchuysen
Alcmaer
Haerlem
Spaengerts
de vijf dorpen onder Amsterdam
Sparendam
t huys van den Amerael
Amsterdam
Duytschen
Haerlem
Duytsche
Amstelredam
Oudewater
Gorcum
Dordrecht
Sneeck
Sneeck in Vrieslant
Haerlem
Haerlem
Spaengers
Duytsche
Haerlem
Goude
Goude
Goude
Goude
Delft
Moerdrecht
Goude
Utrecht
Goude
Gouwenaers
de Oude Kerck binnen Amstelredam
Fransoysen
Vrancrijck
Turck
Amstelredam
den Dam binnen Amstelredam
Goude
Amsterdam
Haerlem
Leyden
het Leproos- ende tgasthuys te Lopsen
Leyden
t convent van sinte CeciliÃ«n
Cleef
Waterlant
Goude
Haerlem
Haerlem
Goude
Amsterdam
Haerlem
Waelen
Duytschen
Duytschen
Duytsche
Haerlem
Spaengers
Haerlem
thuys ter Hart
Spaenger
Amsterdam
tusschen Haerlem ende Alckmaer
ons convent ter Lelie
Goude
buyten den Cleywech
van der Goude tot Montfoerdt
Haerlem
Goude
Goude
Amsterdam
Haerlem
Leyden
Beverwijck
Beverwijck
die van Egmont
Egmont
Achlem in Vrieslant
Vrieslant
Leeuwerden
Leeuwerden
gheheel Vrieslant
Vrieslant
Goude
Haerlem
Amstelredam
Waelsche
Amsterdam
Haerlem
Schoonhoven
Schoonhoven
den Hem
Haerlem
Haerlem
Haerlemsche
Bruynswijckse
Bruynswijks
Amsterdam
Haerlem
Amsterdam
Goude
Amstelredam
Amsterdam
Duytsche
die Singel
Haerlem
Amersfoert
Haerlem
Amsterdam
Amstelredam
Haerlem
Haerlem
Amsterdam
Noortwijckerhout
Delft
Goude
Collaciebroederskerck
Utrecht
Spaengers
Waelen
Haerlem
Haerlem
Haerlem
op den Dam
den Dam
Goude
convent van den Magdalenen
Oostlant
"den convente sinte Agnieten binnen der Goude,"
Goude
Sassen
Leyden
Delft
Haerlem
Zijl
Poel
Haerlem
Delft
Berkel
den Magdalenen convent binnen Amsterdam
Haerlem
Amsterdam
Haerlem
Amsterdam
Haerlem
Haerlem
Haerlem
Spaengers
Waelen
Waelen
Amsterdam
Haerlem
Montfoort
Goude
Haerlem
Haerlem
den Briel
Haerlem
stadts blockhuys
Sassen
Lis
Haerlem
Amsterdam
Japswoude
Goude
Utrecht
Delft
Goude
het convent tot Lely
Leerdam
Delft
den Haeghe
Waelen
Leyden
Delft
"ons convent tot Syon,"
Goude
Leyden
Amstelredam
Amstelredam
Haerlem
Engels
Haerlem
Spaengers
Spaengers
Goude
Haerlem
Amsterdam
Amsterdam
thuys ter Hart
Gascoengen
Engelant
Bremen
Leyden
Goude
Goude
Montfoert
Haerlem
Vrieslant
Vrieslant
Wuytgeest
Spaengers
Leyden
die Leckedijck
die Yseldijck bij Deventer
Amstelredam
den Hem
thuys ter Hart
Haerlem
Goude
ons convent van sinte Marienpoel buyten Leyden
Amersfoert
Leyden
Haerlem
Haerlem
Walen
Alcmaer
Goude
Goude
Noordelant
Haerlem
Goude
Sassen
Haerlem
Utrecht
Goude
Amsterdam
Aelsmeer
Leyden
Amsterdam
tusschen Amsterdam ende Ouderkerck
Aelsmeer
Am-sterdam
tusschen Sparendam ende Amsterdam
Aelsmer
Alckmaer
die schoene kerck van mijn sint Agnietenconvent binnen der Goude
Haerlem
Alckmer
Haerlem
thuys ter Hart
Haerlem
Haerlem
Spaengers
Haerlem
Delft
de IJsel
Leyden
Amsterdam
Spaensche
Waelen
Amsterdam
Haerlem
Haerlemsche
Haerlem
Haerlem
Spaengers
Delft
Goude
Utrecht
Amsterdam
Vrieslant
Haerlem
Woerden
Woerden
Goude
die kerck van den Leprosen met sint Olivierscapel
Haerlem
Haerlem
Goude
Amsterdan
Amstelredam
Vlissingen
Antwerpen
Vlissingen
Haerlem
Heemsteâ
Haerlem
Haerlem
Amsterdam
Waelsche
Goude
Utrecht
Goude
Leyden
Leyden
Haerlem
Haerlem
Ackersloet
Assendelft
Amstelredam
Ascendelft
Amstelredam
Ascendelft
Leyden
Haerlem
Haerlem
Spaengers
Spaengers
Amstelredam
het casteel tot Antwerpen
Haerlem
Haerlem
Ytaliaen
Haerlem
over die Meer
den Scalwijckerpoort
Noordelant
Noordelant
Dordrecht
Haerlem
Haerlem
Amsterdam
Hoorn
Haerlem
Haerlem
Engelant
Haerlem
Zijl
Poel
Haerlem
Goude
Leyden
Leyden
Amsterdam
Amsterdam
Leyden
Utrecht
Utrecht
Sluypwijck
Haerlem
Amsterdam
tusschen Ouderkerck ende Amstelredam
Wuytgeest
Haerlem
Haerlem
Haerlem
Spaenger
Deventer
Amsterdam
Haerlem
Haerlem
Haerlem
ons convent van den Magdalenen binnen Amsterdam
Amsterdam
Haerlem
Haerlem
Haerlem
Spaengers
Spaenger
Haerlem
Amsterdam
Haerlem
Haerlem
bij den Haerlemerpoert
Amstelredam
Amsterdam
Montfoert
Goude
het casteel
de stadt van Utrecht
Haerlem
Delft
Oudewater
Goude
sint Agnietenconvent
t Magdalenenconvent
Amsterdam
Bercoua
Haestrechtâ
Haerlem
Utrecht
Goude
t convent sint Agnieten binnen der Goude
Leyden
Goude
Delft
Haerlem
Amersfoert
Amersfoerders
Haerlem
Monickendam
Harderwijck
Vrieslant
Leerdam
Delft
tconvent van Lely
t convent van sint Anna
Delft
Leyden
Amstelredam
Goude
den Magdaleenen
tconvent van der Lelie
Goude
Amsterdam
Spaengers
Spaengers
Amstelredam
Haerlem
Haerlem
Amstelredam
Waelsche
Amstelredam
Amsterdam
Amsterdam
Amsterdam
Goude
Waterlant
Amsterdam
Amsterdam
Antwerpen
"conventualen van den heylige drie Coningen binnen Zirckzee,"
Goude
Magdaleenen
den Waterlantse dorpen
Amstelredam
Goude
Goude
Goude
Goude
Waeterlant
Amsterdam
Haerlem
Noordelant
Haerlem
Amsterdam
Crommenie bij Ascendelft
Spaengers
Spaengers
Goude
Goude
Goude
S. Janskerck
Spaerendam
Haerlem
Nijmwegen
Amstelredam
Wuytgeest
Aelsmeer
Amstelveen
Utrecht
die Spare voer Haerlem
Amstelredam
Haerlem
Spaengers
thuys ter Hart
Amsterdam
den Overtoom bij den stadt
die Meer
Haerlem
Haerlem
Amsterdam
Amsterdam
buyten sint Anthonis poert
Haerlem
Amsterdam
op die Meer
Coelen
Loeven
Vlaenderen
Delft
Syon
die schoene conventen buyten Delf als Syon ende andere
Haerlem
Vlissingen
Haerlem
Amsterdam
die Meer
Amsterdam
Bruynswijckse
den Regulierspoort wuyt ende nae den Meer
Goude
Delft
Leyden
Haerlem
Utrecht
Delft
Goude
Waeterlant
Amsterdam
Haerlem
Waterlant
Amsterveen
Haerlem
Amsterdam
Goude
Waterlant
Vranckrijck
Ritzeel
Egmont
Haerlem
tconvent der Regulieren binnen Leyderdorp buyten Leyden
Leyden
Leyden
Haerlem
Amsterdam
in de mont van den Meere bij den Overtoom
Amsterveen
ie Meer
Haerlem
Amsterdam
Dordrecht
Dordrecht
Amsterdam
Goude
Amsterdam
Waeterlant
in de Meer
Haerlem
Waelen
Amsterdam
Zeeusen
ons convent [
Gravezant wert verdestrueert
.] tot Gravezande
Delft
Oudewater
Montfoert
op die Meer
Goude
Rotterdam
Dordrecht
Spaengers
Amsterdam
Nijmweghen
ontrent den Regulierspoert
Delft
de Oude Kerck
Haerlem
Haerlem
Haerlem
Haerlem
tIJ
die Meer
"Agnieten binnen Schoonhoven,"
het convent van Bommel
Waterlant
"het convent van der Lely,"
Haerlem
Amsterveen
die dorpen onder Amsterdam
den Harlemerpoort
tIJe
sint Agnieten tot Schoonhoven
Haerlem
Goude
convent van Lely
Vranckrijck
Haerlem
Ouderkerck
Ouderkerck
Haerlem
Amsterdam
den Regulierspoert
het Duyvelshooft
Amsterdam
bij den Overtoom
den Overtoom
den Margrieten ter Goude
Brant in Waterlant.
in Waterlant op den Nieuwendam
Zeelant
Spaengers bij het Rammitken
Amstelredam
Antwerpen
Zeelant
Vlissinghen
Amstelredam
Haerlem
Haerlem
Brabander
tIJe
Hoorne
Amsterdam
Hooren
sint Agnietenconvent
Haerlem
Amsterdam
Waelen
Haerlem
convent van de Oude Nonnen binnen Amsterdam
Amsterdam
Amsterdam
Amsterdam
Amsterdam
Roemen
Enckhuysen
Amstelredam
Diimmermeer
Haerlem
Waterlant
Amstelredam
Antwerpen
Vlissingen
Goude
Utrecht
Amsterdam
Haerlem
Haerlem
Sassen
Haerlem
Amsterdam
den Haech
Amsterdam
Amsterdam
Amsterdam
Memelick
Memelick
Haerlem
Amsterdam
Amsterdam
den Meer
Hoern
Amsterdam
Alckmaer
Haerlem
Haerlem
Duytsche
Haerlem
Duytschen
Duytschen
Haerlem
t Leproeshuys voer Haerlem
Haerlem
Haerlem
Duytschen
Haerlem
Waelen
Spaengers
Leyden bij de Haechse poert
de Meer
Amsterdam
Haerlem
Leyden
Haerlem
Haerlem
Haerlem
Duytschen
die schoene kerck van Sloetenb
"Er stond aanvankelijk âSloeterdijckâ, maar dit is doorgehaald. stondt [Sloten."
het huys ter Hart
Goude
Leyden
Aelsmeer
ontrent die Meer
Amsterdam
bij thuys ter Hart in den Meer
Amsterdam
Haerlem
Haerlem
tconvent van Zijl
Haerlem
Haerlem die gerevolteerde steden van Hollant
Goude
de Collaciebroederskerck
de selve Collaciebroederskerck
den Minrebroedersconvent
Utrecht
dien Hove van Hollant
den Briel
tghehele lant
in de Meer
Aelsmeer
den Caech
die Oude Weteringhe
den Meer
Aelsmeer
Goude
Goude
Goude
Delft
Haerlem
Delft
Delft
Haerlem
ontrent het huys ter Hart
Haerlem
Haerlem
Amsterdam
Haerlem
Hollant
Zeelant
Amsterdam
den convente van Lely
de Meer
Haerlem
Hollant
Zeelant
Amsterdam
Wesop
Middelburch
Goes
Zeelant
Zirckzee
Loven
den Drie Coningen binnen Zirckzee
"ons lieve Vrou tot Leyden,"
Romen
den Falibeghinen oeck tot Leyden
Goude
Goude
Haestert
Stolwijck
Polsbrouck
Ouwerkerck
Bograven
Slupick
Utrecht
Schoonhoven
Amsterdam
Haerlem
"sinte Pancras te Leyden, van Enchuysen"
Edam
Monickedam
Haerlem
de Falibeghinen binnen Haerlem
Blocken
Haerlem
MariÃ«nhove1
Goude
Poel
Gravesant
Blocken1
Beverwijck
Goude
den Magdalenen van der Goude
het oude convent tot Schiedam1
sint Agnieten1
sint Catharynen1
Silverschoen1
Hoorne
Hoorn
Haerlem
"Schagen tot Leyden,"
ons lieve Vrouwe tot Leyden
"sinte Pancras tot Leyden,"
den Hem
Blocken
Beverwijck
Haerlem
Poel
van sinte Magdalena ter Goude
sinte Agnieten
sinte Margrieten
Goude
Syon
Hem
Donck
Eemsteyn
Rugge
Blocken
buyten Haerlem
die Cathuysers buyten Delft
Conincksvelt
Poel
buyten Enckhuysen
Tessel
een susterconvent buyten den Briel
die Minrebroeders1 met Roomburch1 // buyten Leyden
"Clarissen1 buyten Alckmer,"
die Margrieten binnen der Goud
sinte MariÃ«nwaert1
Haerlem
Zijl
Antwerpen
Bruysel
Enckhuysen
den Briel
Goude
Schoenhoven
den Hem
Leyden
Monickedam
Blockhem
Roemundt
Waterlant
Utrecht
Goude
Haerlem
Spaengers
Waterlant
Haerlem
Amsterdam
Haerlem
Amsterdam
Middelburg
Zeelant
Sassen
Amsterdam
Haerlem
Burgundionen
die revolteerde steden van Hollant
de Meer
Haerlem
Amsterdam
Haerlem
Goude
Op die Meer
Haerlem
Amsterdam
Haerlem
Haerlem
Burgundioense
Spaense
Spaengers
Spaengers
Spaengers
Spaengers
Sassen
Goude
de Meer voer Haerlem
Goude
de Caech
Vlissingen
sekere steden van Vlaenderen
Haerlem
Duytscher
op die Meer
Duytsche
Haerlem
den convente van den Minrebroeders [
Ter Goude
.] binnen Amsterdam
Goude
Goude
t casteel
t huys ter Hart
Enckhuysen
Amsterdam
Amsterdam
Haerlem
den Magdalenen ter Goude
het convent van den Magdalenen tAmsterdam
het convent ter Lely
den convent der Magdalenen
"sinte Agnietenconvent,"
het convent van Lely
Syon tot Amsterdam
thuys ter Hart
in de Meer
Spaerendam
Amsterdam
Goude
Goude
Antwerpen
Nijmwegen
Machlen
Loven
Goude
Utrecht
Goude
Haerlem
Haerlem
Amsterdam
Haerlem
Antwerpen
Magdalenen binnen der Goude
Brabant
Sassen
Egmondt
Enckhuysen
Haerlem
Haerlem
Delft
het geheele lant
Delft
Antwerpen
Antwerpen
Antwerpen
Amsterdam
sHertogenbosch
Os
Os
Amsterdam
Engelant
Gelderlant
Gulick
die Meer
Noordelant ontrent Enckhuysen
tIJe
die Meer
Haerlem
ontrent die Vaert
Bueren
Goude
Engelant
Voerburge
den Hage
den Hage
Wuythoern
Vranckrijck
Ridtzeel
Amersfoert
Roemundt
Enckhuysen
Vrieslant
Enckhuysen
Vriesen
Enckhuysers
de Meer
In de Meer
Haerlem
Zeelant
Enckhuysen
Waterlantse steden
Amsterdam
Waterlant
Amsterdam
het tIJe
Amsterdam
sint Agnietenconvent
Iselsteyn
Het convent van sint Agnieten
Middelburch in Zeelant
Nijmweghen
Amsterdam
thuys ter Hart
Haerlem
Haerlem
den Magdalenenconvent binnen Amsterdam
buyten Haerlem
Haerlem
Delft
Haerlem
Amsterdam
Amsterdam
Delft
Haerlem
Vlissingen
Goude
"het dorp, Rijck"
YtaliÃ
Venetianen
s den Turck
Haerlem
Amsterdam
Haerlem
Ouderkerck
Utrecht
Amsterdam
Ouderkerck
Haerlem
Amsterdam
Haerlem
Haerlem
Amsterdam
Engelant
Engelant
Amsterdam
de duynen bij Haerlem
Wijck opt Zee
Engelant
Haerlem
Amsterdam
Amersfoert
Utrecht
Haerlem
Haerlem
ontrent Amsterdam
Utrecht
Antwerpen
Amsterdam
Antwerpen
Amsterdam
den convente buy ten Delft
Amsterdam
onse schans op sint Anthonisdijck
Amsterdam
Haerlem
Amsterdam
Amsterdam
an den Reguliersdijck
Haerlem
an sint Anthonisdijck
sint [
Punierscoemst
.] Anthonisdijck
Haerlem
Engels
Apcoude
Spaengers
Haerlem
Delft
Oudewater
Delft
Oudewater
Utrecht
Goude
Amsterdam
an den Reguliersdijck
den Agnietenconvent
onse schans an den Nieuwendam
Amsterdam
de schans van den Reguliersdijck
Vlissingen
Bergen in Henegouwen
in den Meer
den befaemde convent van de Magdalenen binnen der Goude
Utrecht
Amsterdam
buyten sint Anthonispoert
den Magdalenen begraven binnen Amsterdam
Amsterdam
Utrecht
Delft
Oudewater
Utrecht
Delft
Oudewater
voer den Diimmerdijck
Goude
Haerlem
Amsterdam
Amsterdam
Bergen op Soom
Berghen op Soom
Amsterdam
Delftse
Rotterdam
Apcou
Amsterdam
den Meer
Machlen
Bueren
Bommel
Gorcum
Hollant
Naerden
Oude Naerden
Haerlem
Aelsmer
den Meer
Haerlem
Engelsghe
Spaense
Haerlem
Utrecht
Amsterdam
Haerlem
Amersfoert
den Geldersche steden
Amsterdam
Waterlant
Muyen
Wesop
die scansen in Waterlant
Haerlem
Haerlem
Haerlem
Amstelredam
Waelsche
neffens sint Anthonisdijck
Utrecht
Hoosden
den Reguliersdijck
Amsterdam
Haerlem
Haerlems
in de Meer
Utrecht
sint Annen tot Delft
Utrecht
sinte Catharinen binnen der Goude
Haerlem
guesen blockhuys in den stadt
Haerlem
Broekel [
Broekel
.] buyten Utrecht
Amsterdam
Amsterdam
sint Anthonisdijck
Broekel
Amsterdam
Uterschen
Amsterdam
Haerlem
in den Meer voer Haerlem
Haerlem
Amsterdam
Haerlem
op den Meer
en Haerlemerdijck
Wessanen
Utrecht
Goude
den convente ter Lelie
Amsterdam
in den Meer
Haerlem
het convent van de Nieuwe Nonnen
